title,text,label
Corey Feldman's 1993 tapes about sexual abuse have been found,"""Corey Feldman claimed that he once told the Santa Barbara County sheriff's office about all of the alleged sexual predators in Hollywood. <SEP> the sheriff previously said it didn't have the tapes Feldman had referred to. <SEP> a copy of his 1993 interview was found in a container which included the original reports from the investigation.""",0
"Neo-Nazi website Daily Stormer booted by GoDaddy, possibly hacked","'neo-nazi website the Daily Stormer has been booted over inflammatory post. <SEP> post made derogatory comments about victim\'s appearance and views. <SEP> ""they have 24 hours to move the domain to another provider,"" goDaddy tweeted.'",0
Police hunt for migrants on the run in Spain after dinghy found abandoned on beach,"'the 12 migrants who have been found are from the sub-Sahara and Morocco and they arrived on the beach known as Juan and Juana. <SEP> all of the asylum seekers are men and the missing migrants fled by running into nearby fields when they arrived. <SEP> around 30 migrants are on the run Wed, February 15, 2017 Migrants clash with each other in over crowded camps across Europe.'",0
Will truth over alien UFOs stay buried now Hillary Clinton failed to make the White House?,"""'truth embargo' has been put in place to hide the truth about aliens visiting earth. <SEP> 'there are 70 days left to persuade Clinton and Podesta to engage the media on the extraterrestrial issue' 'i think we may have been visited already.""",0
Could Hurricane Matthew loop around and hit Florida for a SECOND time?,'hurricane is likely to hit or brush Florida then to go back out to sea. <SEP> some models are now showing that hurricane could do a u-turn and head back to Florida for second time. <SEP> but the latest map has been updated and shows the hurricane heading further out into the ocean towards Bermuda. <SEP> large swathes of this section of the east coast are being evacuated and under states of emergency as the hurricane approaches.',0
"Will Hurricane Matthew hit the US? Latest forecast for Carolinas, Georgia, Virginia, more","'hurricane is bringing ""devastating"" storm surge, extreme winds and heavy rains"" to extensive parts of Florida. <SEP> it is not yet known if the hurricane will go back out to sea before reaching the other states further north. <SEP> a hurricane warning is in effect along the east coast from florida to south carolina.'",0
EMT who performed rescues during Harvey among those who could be deported,"'some young adults who were raised in the united states are fearing deportation. <SEP> Jesus Contreras, a 23-year-old paramedic, says his family came to the u.s. when he was 6. <SEP> ""these are families just like anybody else,"" he tells NBC News.'",0
Terry Crews Shares Story Of How He Was Sexually Assaulted By Hollywood Executive,"""a number of high-profile women in hollywood went public with claims of inappropriate behavior by producer Harvey Weinstein, including gwyneth paltrow, angelina Jolie, Mira Sorvino, Asia Argento, and Rosanna Arquette. <SEP> a report published in 2015, titled 'Silent Suffering: Supporting The Male Survivors Of Sexual Assault', revealed as few as 3.""",0
Do Not Resist (NR),"""do not resist is a new documentary by filmmaker Craig atkinson. <SEP> he interrogates why cops' presence on the streets looks more like war. <SEP> at local and national levels, he investigates the objectification and detachment of police culture.""",0
"Trump Condoms, Anyone? The Outrageous Swag of the Republican Convention","""souvenirs from this week's Republican National Convention in Cleveland took no prisoners. <SEP> from Trump bumper stickers that call Clinton the B-word (wow) to a poster depicting Clinton in dominatrix gear (double wow) the swag was as surreal and distasteful as this historic election has been — and that's saying something.""",0
Stephen Paddock: What We Know About The Las Vegas Shooter,"""'this is the first unconfirmed picture of. <SEP> Stephen Paddock' - he lived in Mesquite,. <SEP> Nevada with Marilou Danley on Babbling Brook Ct. police are searching his house. <SEP> - He was found on the 32nd floor of the Mandalay Bay Casino. <SEP> police believe he killed himself in a hotel room before they found him.""",0
Midland Daily News Obituaries Past 30 days: All of Midland Daily News Obituaries from Past 30 days,'All Countries Australia Bermuda Canada England New Zealand Northern Ireland Republic of Ireland Scotland United States All States Alaska Alabama Arkansas Arizona California Colorado Connecticut District of Columbia Delaware Florida Georgia Hawaii Iowa Idaho Illinois Indiana Kansas Kentucky Louisiana Massachusetts Maryland Maine Michigan Minnesota Missouri Mississippi Montana North Carolina North Dakota Nebraska New Hampshire New Jersey New Mexico Nevada New York Ohio Oklahoma Oregon Pennsylvania Rhode Island South Carolina South Dakota Tennessee Texas Utah Virginia Vermont Washington Wisconsin West Virginia Wyoming American Samoa Guam Marshall Islands Micronesia Northern Marianas Palau Puerto Rico U.S. Virgin Islands U.S. Minor Outlying Islands All Michigan obituaries Ann Arbor News Battle Creek Enquirer Bay City Times Benzie County Record Patriot Big Rapids News Cheboygan Daily Tribune Daily Tribune Detroit Free Press Flint Journal Gladwin County Record and Beaverton Clarion Grand Rapids Press Grand Traverse Insider Heritage Newspapers Hometown Life Huron Daily Tribune Ionia Sentinel Iosco County News-Herald Jackson Citizen Patriot Kalamazoo Gazette Lansing State Journal Livingston Daily Press &amp;amp; Argus Manistee News Advocate Midland Daily News MLive.com MLive.com Monroe News Morning Star Publishing Morning Sun Muskegon Chronicle Oscoda Press Saginaw News on MLive.com Sturgis Journal The Daily Reporter The Daily Telegram The Detroit News The Herald Review The Hillsdale Daily News The Holland Sentinel The Lake County Star The Leader The Macomb Daily The Oakland Press The Sault News The Times Herald The Voice',0
Delighted' MEXICAN woman can't wait for Donald Trump's 'great wall' to be built,'a call from Mexican Josephine explained why she could not wait for work to begin on the wall. <SEP> she believes people from her native country are victimised because the Mexican government does not do enough for their people.',1
"Let's Talk About the Constitution – After Trump's Win, We're Going to Need It","'the rise of president-elect Donald Trump is a triumph for white supremacy and misogyny. <SEP> he made no secret of who he would take our country back from: minorities, women, immigrants, Muslims, Jews. <SEP> liberals must stop letting the right’s claims to constitutional authority go unanswered.'",1
Watch Jimmy Kimmel Help Voters Process Donald Trump's Victory,"""'people were shocked, despondent, some were even crying,' he said. <SEP> the late-night host decided to walk his viewers through the five stages of grief. <SEP> denial is the first stage, followed by anger and bargaining.""",0
